Id,Date,Title,Description
164,"April 12, 2020, Sunday",China central bank hikes stake in HDFC amid a sharp correction in shares,Sources say PBoC may have increased its stake by 0.2 percentage points in March
165,"April 12, 2020, Sunday",RBI to tighten private banks' succession planning with stricter timeline,Ironclad succession process could weigh on extensions for current heads
166,"April 12, 2020, Sunday","Post merger, PNB gets Irdai nod to retain stake in two life insurance cos",PNB also has a tie up with Life Insurance Corporation of India (LIC) for selling its products through the bank's branches
167,"April 11, 2020, Saturday",RBI should start buying corporate bonds to provide liquidity: Deepak Parekh,"According to him, interest rates will go down further, but banks must pass them on to companies."
168,"April 11, 2020, Saturday",Covid-19 woes: NBFC sector staring at another bout of liquidity challenge,Most banks are yet to decide on giving moratorium to shadow lenders
169,"April 11, 2020, Saturday",Plea in SC challenging RBI circular on 3-month moratorium on loan repayment,It had said that repayment schedule for such loans as also the residual tenor would be shifted across the board by three months ...
170,"April 11, 2020, Saturday",As many as 10 mn borrowers can't benefit from moratorium. Here's why,These investors are yet to approve the moratorium on underlying loans and reschedule most PTC repayments
171,"April 11, 2020, Saturday",NBFCs have to repay debt worth Rs 1.75 trillion by June 2020: CRISIL,Many finance companies are already facing a liquidity challenge after the IL&FS debacle.
172,"April 11, 2020, Saturday",Coronavirus outbreak: Bank credit growth falls sharply to 6.1% in FY20,"Deposit accretion activity also moderated in FY20 to 7.9 per cent from 10 per cent in FY19, according to Reserve Bank of India ..."
173,"April 11, 2020, Saturday",Public sector banks overtake private banks in fresh loan sanctions,"Private sector lenders have been leading on this front for some time, mostly leveraging on retail credit."
174,"April 10, 2020, Friday",Bank credit growth slumps to 5-decade low of 6.14% in FY20 over low demand,"Bank advances growth in FY20 was the slowest since the fiscal ended March 1962, when loans had grown by 5.38 per cent"
175,"April 10, 2020, Friday",NBFCs to face liquidity crunch on lack of clarity on RBI moratorium: Crisil,RBI had announced a relief package which included a three-month moratorium on payment of all term loans outstanding as on March ...
176,"April 10, 2020, Friday","Coronavirus impact: Credit growth likely to remain modest, says RBI",MPC report says better transmission of rates would remain priority
177,"April 09, 2020, Thursday",Bank of Baroda trims MCLRs by 0.15% across tenors; cuts term deposit rates,"Among other tenors, the MCLRs from overnight to six month loans have been cut by 0.15 per cent each in the range of 7.40-7.85 per ..."
178,"April 09, 2020, Thursday",Covid-19: Retail lending may not remain steady source of business for banks,Banks and finance companies may do more lending business in the retail segment on the digital platform
179,"April 09, 2020, Thursday",Irdai rejects general insurers' call for blanket easing of solvency margins,"However, it said specific cases would be considered on merit"
180,"April 09, 2020, Thursday",'Covid-19 hangs over future like spectre': RBI in Monetary Policy Report,"While efforts are being mounted on a war footing to arrest its spread, Covid-19 would impact economic activity in India directly ..."
181,"April 08, 2020, Wednesday","RBI to examine buyback of outstanding amount of Rs 84,574 cr in AT-1 bonds",Could disallow retail investments directly and through MFs in the instrument
182,"April 08, 2020, Wednesday",Irdai grants exemptions to merged banks on corporate agency matters,Irdai has said the acquiring bank can retain the existing certificate of registration (COR) to act as a corporate agent and ...
183,"April 08, 2020, Wednesday","IDBI Bank plans to raise Rs 7,500 cr via rupee bond in current fiscal","The Board of Directors, at its meeting held on Wednesday, April 8, 2020, has approved the rupee bond borrowing limit of Rs 7,500 ..."
184,"April 08, 2020, Wednesday","Cash-strapped DHFL not to make any payment to lenders, bondholders",The Corporate Insolvency Resolution Process (CIRP) was initiated against the debt-ridden company as per the provisions of the ...
185,"April 07, 2020, Tuesday",NBFC-MFIs seek clarity from RBI on 3-month moratorium on loans,"RBI seeks data on drawdowns, bank loans, exposure to NCDs and CPs"
186,"April 07, 2020, Tuesday","SBI reduces MCLR by 35 bps, cuts savings rate by 25 bps on all deposits",SBI rate cut: The savings rate has been reduced to 2.75 per cent from 3 per cent
187,"April 07, 2020, Tuesday",Rush hour and tougher questions ahead for both Mint Road and banks,"Piecemeal regulatory forbearance will not go far and tougher questions will be asked of both Mint Road and banks, reports Raghu ..."
188,"April 07, 2020, Tuesday","Coronavirus crisis to hit Indian, Chinese, Indonesian banks hard, says S&P","The credit cost, amounts set aside for bad and stressed loans, for the Indian banking system will rise to 2.8 per cent in ..."
189,"April 06, 2020, Monday",Kotak Mahindra Bank deposits grow 20% YoY to Rs 2.59 trillion in Q4,"On a sequential basis, the deposit base has grown 12 per cent over December 2019"
190,"April 06, 2020, Monday",Covid-19 impact: Confusion over moratorium norms hit smaller MFIs hard,Many are worried about not being able to meet their loan obligations this month; several either have started defaulting or are ...
191,"April 06, 2020, Monday","Covid-19: Amid economic slump, banks' credit costs, NPAs to rise in 2020",The report noted that an additional USD 300 billion spike in lenders' credit costs and a USD 600 billion increase in (NPAs) will ...
192,"April 05, 2020, Sunday",Covid-19 relief: Staggered 180-day bad-loan breather on cards for banks,"RBI may allow relaxation in delinquency period, go easy on additional collateral requirements"
193,"April 05, 2020, Sunday","PNB looks to tap market in Q3FY21; may raise capital via FPO, rights issue","The government provided Rs 16,091 crore to PNB and Rs 1,666 crore to United Bank of India in September for enhancing the capital ..."
194,"April 04, 2020, Saturday",HDFC Bank's advances rise 21% in March quarter; deposits go up 24%,The deposit base of the private sector lender stood at Rs 11.46 trillion in Q4FY20 compared to Rs 9.23 trillion in the same ...
195,"April 03, 2020, Friday",Moody's puts IndusInd Bank's issuer ratings on review for downgrade,Moody's revises outlook for ICICI Bank and Axis Bank to negative
196,"April 03, 2020, Friday","RBI shortens forex, money market trading hours amid coronavirus lockdown","Apex bank announces change in market timing, trading hours to function from 10 am to 2 pm"
197,"April 03, 2020, Friday",SBI warns employees of action over social media posts against bank,"The move has met with criticism by a large section of SBI employees, who called it an attempt to muzzle free speech and ..."
198,"April 03, 2020, Friday",Covid-19 relief: Citi Bank releases FAQ on deferred EMIs and its impact,RBI had ordered a moratorium of three months on EMIs
199,"April 02, 2020, Thursday",Coronavirus impact: Rating agencies see more pain for banks and NBFCs,'Spike in NPAs will be reflected over the next few quarters'
200,"April 02, 2020, Thursday",Why the three-month moratorium on your home loan EMI may not be a good idea,Many lenders also advised borrowers not to make use of the moratorium offer in case they were in a position to pay their ...
201,"April 02, 2020, Thursday","Covid19: Banks, NBFCs to see increase in stressed assets in FY21, says Icra","The spike in reported non-perfoming assets (NPAs) would be reflected over the next few quarters, rating agency Icra said"
202,"April 02, 2020, Thursday",Covid-19 relief: HDFC Bank releases FAQ on deferred EMIs and its impact,"Here is an FAQ by HDFC Bank, explaining how the stipulation by RBI will impact its customers"
203,"April 02, 2020, Thursday",Covid-19 relief: SBI relaxes payment timeline for one time settlement,The bank said it would not charge any interest on the amount for this extended period
204,"April 02, 2020, Thursday",Covid-19 relief: You can defer 3 EMIs but that may be a very costly option,"SBI informed customers that in some cases, deferring 3 EMIs on a home loan may force the borrower to pay 8 more EMIs"
205,"April 02, 2020, Thursday",RBI moratorium on term and working capital loans may hurt business,Corporates may end up paying four months interest on their loans together.
206,"April 01, 2020, Wednesday","EMI moratorium: No big gains for borrowers, banks to charge interest later",Experts feel that the three-month moratorium on repayment on loans to help people fight the impact of coronavirus seems to be ...
207,"April 01, 2020, Wednesday",Indian Bank allots 520.5 mn shares to Allahabad Bank shareholders,The bank is in the process of filing listing applications with the stock exchanges
208,"April 01, 2020, Wednesday",Most private banks choose 'opt-in' option on loan repayment moratorium,Largest private sector lender HDFC Bank said it would encourage customers with adequate funds to continue repayments to avoid the ...
209,"April 01, 2020, Wednesday",Merger of 10 PSU banks into 4 effective from today; 6 banks cease to exist,"Experts said merger at this point of time will not be very smooth and seamless. However, heads of the anchor banks are exuding ..."
210,"April 01, 2020, Wednesday",Coronavirus outbreak: Consolidation in PSB space now a reality,Each of the amalgamated entities with scale and national reach would have a business of over Rs 8 trillion.
211,"March 31, 2020, Tuesday",Non-food loan growth pace decelerates to 7.3% in February 2020 from 13.2%,Bankers said the tepid credit off-take was reflection of elongated economic slowdown and demand
212,"March 31, 2020, Tuesday",Bank mergers: Allahabad Bank branches are now Indian Bank branches,"Effective April 1, Allahabad Bank will merge with Indian Bank, creating an entity with over 6,000 branches, 4,800 ATMs, 43,000 ..."
213,"March 31, 2020, Tuesday",IDBI Bank grants moratorium on term loans amid Covid-19 disruption,The lender has sent a communication to its customers that they were being offered a moratorium.
